id,name,symbol,cmc_rank,price,percent_change_1h,percent_change_24h,market_cap,volume_24h,last_updated
6783,Axie Infinity,AXS,143,2.4476313755278283,-0.15876004,-3.77288401,407384168.5073674,30721556.04714052,2025-09-20T08:34:00.000Z
6892,MultiversX,EGLD,144,14.198860433940897,0.34296839,-2.893701,406439575.7904701,17528104.14465055,2025-09-20T08:34:00.000Z
28298,Beam,BEAM,145,0.008146729220417502,0.88007397,-5.78302808,402986141.57273954,25263010.56681385,2025-09-20T08:35:00.000Z
9104,AIOZ Network,AIOZ,146,0.32908606409726937,0.69158729,-3.23219985,396349123.5278921,8291175.29653946,2025-09-20T08:35:00.000Z
10791,eCash,XEC,147,1.972986003125926e-05,0.05829008,-2.48901151,393070818.2062608,7381963.02689591,2025-09-20T08:35:00.000Z
1659,Gnosis,GNO,148,146.11841019677743,0.10878784,-1.79472212,385617697.47821176,7248423.82947573,2025-09-20T08:35:00.000Z
8290,SuperVerse,SUPER,149,0.5995348670529046,-0.1197566,-1.0821793,376755278.03509367,9167102.52542572,2025-09-20T08:35:00.000Z
30636,Zebec Network,ZBCN,150,0.004074830559300082,-0.17163863,-0.43905517,374702016.4098028,11781203.74643808,2025-09-20T08:35:00.000Z
9903,Convex Finance,CVX,151,3.8129176759470185,-0.62350995,-2.09928963,369026290.0326664,18050418.98157031,2025-09-20T08:35:00.000Z
4846,Kava,KAVA,152,0.33725538244109976,0.23986486,-1.90025813,365198025.2386028,11230354.58933965,2025-09-20T08:35:00.000Z
8104,1inch,1INCH,153,0.25754371943354043,0.21353815,-2.70749368,359952863.8874717,16976474.3436569,2025-09-20T08:35:00.000Z
7548,WEMIX,WEMIX,154,0.7805659601059335,0.80210602,2.56408554,355886185.5046118,2613401.22971138,2025-09-20T08:35:00.000Z
32452,Movement,MOVE,155,0.1288690278806776,0.32088348,-1.49610507,354389826.67186344,23919340.46695053,2025-09-20T08:35:00.000Z
5488,JUST,JST,156,0.0353815223094255,3.64254737,6.02422319,350277070.8633124,57259755.36147771,2025-09-20T08:35:00.000Z
27659,Mog Coin,MOG,157,8.920914384407886e-07,-0.15660042,-4.85032061,348421946.464069,14542517.31653085,2025-09-20T08:35:00.000Z
17799,Axelar,AXL,158,0.330175960560411,0.44198986,-3.85973774,343065544.6844363,10980195.49405732,2025-09-20T08:35:00.000Z
14101,Ronin,RON,159,0.4938447888479754,-0.0380806,-1.52100193,342294253.13458574,3693910.02516302,2025-09-20T08:35:00.000Z
27750,Toshi,TOSHI,160,0.000800939154894575,-0.85087939,-3.5671975,336938209.07377595,43870099.49156209,2025-09-20T08:34:00.000Z
4172,Terra Classic,LUNC,161,6.0104120095907285e-05,0.11224048,-2.07959161,330771761.1288398,8910655.21891577,2025-09-20T08:35:00.000Z
